Catalogusnummer,oudnummer_1,oudnummer_2,oudnummer_3
"59319","T.A. Ej 10.77","T.A. Janskerkhof 12 1931 (1B)",
"59333","T.A. Ej 10.78","T.A. Janskerkhof 12 1932 (1G)",
"66145","T.A.  Oosterstraat 1937","T.A.   Eo 6.1",
"56969","T.A. Eg 5.18","T.A. Ganzenmarkt c. 1905-1909 (E)",
"63511","T.A. Mariahoek 1972 (5)","D.O.W. 948 C",
"69815","T.A. Sartreweg 11 1977 (1)","D.O.W. 965 G",
"60450","T.A. Koningslaan 29 1973","Verzameling 116",
"40603","D.O.W. 44 E","T.A. Zk 18.39",
"66447","T.A.  Oudegracht (Jacobibrug - Viebrug) 1961","Eo 15 35 1",
"72440","T.A. Voetiusstraat  c. 1915","T.A. Ev 14.6",
"60256","T.A. Kintgenshaven 1929","T.A. Ek 14.1",
"64615","T.A.  En  6.27","T.A.  Neude   1929  (1B)",
"20584","T.A. Korte Jansstraat 1900-ca. 1905 (E)","T.A. Ek 31.1",
"6177","Z-1300","T.A. 482-16",
"40338","D.O.W. 10 Ae","T.A. Oudegracht (Jacobibrug - Viebrug) c. 1910 (2)",
"51547","T.A. Ea 15.1","T.A. Albatrosstraat 1933 (2)",
"63129","T.A. Maliebaan 30-32 c. 1910","T.A. Em 5.90",
"59393","T.A. Janskerkhof 13a 1906 (1)","T.A. Ej 10.109",
"59370","T.A. Ej 10.101","T.A. Janskerkhof 13 1932 (2)",
"62840","T.A. Lijsterstraat 1912 (1)","El 44.1",
"43120","D.O.W. 326 H","T.A. Ja 6.29 (6)",
"51422","T.A. Achterstraat c. 1940 (1)","Ea 9.2",
"62901","T.A. Maliebaan c. 1880","T.A. Em 5.33",
"64469","T.A. Nachtegaalstraat 1905-1910 (F)","T.A. En 1.4",
"83577","DOW 892 C","T.A. F 16.28",
"59118","T.A. Janskerkhof 1935 (A)","T.A. Ej 10.41",
"51490","T.A. Adenauerlaan 1962 (1)","Ea 14.01.1",
"70199","T.A. Simplonbaan 38-40-42 1977","D.O.W. 979 R",
"56521","T.A. Emmalaan 1930 (B)","T.A. Ee 4.6",
"63895","T.A.   Marnixlaan    1963  (1)","T.A.    Em  14.5",
"6150","K7 - 2142","Z-1299",
"56738","T.A. Fockstraat 1963 (1)","T.A. Ef 7.2",
"66487","T.A. Oudegracht 73 (De Landskroon)  (Jacobibrug-Viebrug) 1906","Eo 1557",
"73114","D.O.W. 1000","T.A. Vredenburgpassage 77 1981 (1)",
"67152","T.A. Oudegracht  (Stadhuisbrug - Gaardbrug) 1925 (1)","T.A. Eo 15.456",
"58590","T.A. Hoogstraat 4 c. 1951 (1)","D.O.W. 719 A",
"83247","T.A. G 1.12.15","D.O.W. 839 C",
"60434","T.A. Koningslaan (Brug naar het Wilhelminapark) 1973","Verzameling 116",
"87673","D.O.W. 1055","Verzameling 172 (892)",
"51371","T.A. Ea 7.5","T.A. Achter Sint-Pieter 4 1900 (C)",
"51398","T.A. Ea 7.26","T.A. Achter Sint-Pieter 18 1906 (2)",
"80358","D.O.W. 202 U","T.A. Na 3.46 (Q)",
"87242","D.O.W. 741 Q","Verzameling 172 (379)",
"76437","Verzameling 200 (4-50)","T.A. V 5.71 (C)",
"59550","T.A.  Jodenrijtje   1925  (a)","T.A.  Ej  13.1",
"54938","T.A. Catharijnekade c. 1905 (1)","T.A. Ec 2.8",
"6092","T.A. 2000.0.446","Z-993",
"74896","T.A. Zwarte Water 1961","Ez 12 38 1",
"51421","T.A. Achterstraat c. 1940 (1)","Ea 9.4",
"83913","T.A. F 6.3.1","D.O.W. 358 D",
"66181","T.A. Oranjestraat 1903-1909 (B)","T.A. Eo 10.4",
"43792","D.O.W. 486 O","T.A. Td 22.9",
"57007","T.A. Geertestraat 4 1909 (1)","Eg 9.2",
"46384","D.O.W. 979","I.A. Harteveld, T. (5)",
"41151","D.O.W. 96 A","H.A. V 30.18",
"80146","T.A. Nf 7.1","D.O.W. 860 At",
"71998","T.A. Weg der Verenigde Naties 1980 (2)",,
"75544","T.A. T 3.28.0.4.1",,
"90748","Doos 15, nr. 57",,
"76272","T.A. V 2.0.9",,
"84339","T.A. Ba 127",,
"54726","T.A. Buurkerkhof 5  1988  (1)",,
"69305","T.A. Jan van Ransdorpstraat c. 1970 (1)",,
"73364","T.A  Waterstraat 52 - lager   1986 (1)",,
"64295","T.A. Molenstraat 4-6 1975",,
"89331","Doos 69 nr.41A",,
"71703","T.A. Twijnstraat 15 1988 (1)",,
"72314","T.A. Vleutenseweg 369-377 1984 (1)",,
"42772","D.O.W. 240 A",,
"44534","D.O.W. 577 T",,
"74101","T.A. Wittevrouwensingel 80 1985 (2)",,
"72529","T.A. Voor Clarenburg 1973 (4)",,
"60972","T.A. Kromme Nieuwegracht    49     c.  1927  (1)",,
"44402","D.O.W. 564 G",,
"88840","Doos 48, nr. 59",,
"79420","T.A. Qb 3.13",,
"74624","T.A. Zonnenburg 2 1959 (1)",,
"80537","T.A. Ma 3.34 (a)",,
"60395","T.A. Koetsveldstraat 40 -hoger 1987 (1)",,
"83506","T.A. F 14.192.14",,
"65110","T.A.  Nieuwegracht  (Brigittenbrug-Quintijnsbrug) 1968 (2)",,
"65571","T.A. Nieuwlichtstraat 11/11bis-13/13bis 1977",,
"70515","T.A. Springweg 20 1976",,
"88528","Doos 64, nr.67",,
"81234","T.A. Jd 2.12",,
"74234","T.A. Wolvenplein c. 1965 (1)",,
"57312","T.A. Godebaldkwartier 74 1985 (1)",,
"77292","T.A. X 11.4",,
"52210","T.A. Annastraat 13-hoger 1974 (1)",,
"90556","Doos 47, nr. 74",,
"87437","Verzameling 172 (604)",,
"91126","Doos 22, nr. 9",,
"88493","Doos 24, nr.37",,
"73298","T.A  Waterstraat 1903",,
"91602","Doos 13, nr. 73b",,
"54050","T.A. Boelesteinlaan 3-15 1986 (1)",,
"68490","T.A. Paramaribostraat 1986 (1)",,
"51724","T.A. Amsterdamsestraatweg 283 1988 (4)",,
"86956","Verzameling 172 (79)",,
"51124","T.A. Abstederdijk 249  1965 (1)",,
"88470","Doos 43, nr.47",,
"85126","Verzameling 174",,
"92838","H.A. V 45.6.6.2",,
"41262","D.O.W. 119 A",,
"72164","T.A. Vismarkt 4/5 +/- 1920",,
"76517","T.A. V 5.108 (B)",,
"5158","1979-333",,
"44419","D.O.W. 566 E",,
"44058","D.O.W. 493 P",,
"24305","33.4-4.8",,
"67847","T.A. Oudegracht 356-lager (Geertebrug-Volderbrug) 1977",,
"53828","T.A. Biltstraat 172 1984 (6)",,
"22559","Verz. 205",,
"75782","T.A. T 18.03",,
"85848","Verzameling 146  (96)",,
"68813","T.A. Plompetorengracht  3 1977 (1)",,
"91381","Doos 1, nr. 17",,
"71882","T.A. Tulpstraat 1/1bis-hoger 1980 (1)",,
"80806","T.A. Kb 2.01.17",,
"62781","T.A. Lijnmarkt 45-lager 1974",,
"77821","T.A. Zi 2.20",,
"77404","T.A. Y 19.2",,
"80955","T.A. Kb 9.44 (a)",,
"70489","T.A. Springweg 159 1991 (1)",,
"67218","T.A. Oudegracht  168 (Stadhuisbrug - Gaardbrug) 1992 (1)",,
"62798","T.A. Lijnmarkt 10-12 1974",,
"6375","T.A. 598-1",,
"46460","D.O.W. 981 A",,
"75104","T.A. Tl 22.7",,
"64402","T.A. Adriaan Mulderstraat 1977 (1)",,
"83024","T.A. Hd 118",,
"86707","H.A. V 17.93",,
"55497","T.A. Croeselaan 39 1984 (2)",,
"60177","T.A. Kennedylaan 5 1988 (7)",,
"78354","T.A. Zl 28",,
"57998","T.A. Haverstraat 38-40 1988 (1)",,
"57136","T.A. Geertebolwerk 1 1992 (4)",,
"46263","D.O.W. 957 R",,
"79899","T.A. Pb 1.3",,
"40614","D.O.W. 44 O",,
"85086","Verzameling 180 (13)",,
"42085","D.O.W. 170 E",,
"60379","T.A. Koekoeksplein 2A c. 1910",,
"69120","T.A. Predikherenkerkhof 4 1931",,
"93822","T.A. 1981-189",,
"62800","T.A. Lijnmarkt 18-20 1982 (1)",,
"69456","T.A. Ridderschapstraat 4 1998 (1)",,
"75991","T.A. U 2.15",,
"51065","T.A. Abstederdijk 93- hoger (1)",,
"76817","T.A. W 2.1.102",,
"84632","T.A. Cb 1.1",,
"93709","T.A. 1979-162",,
"78992","T.A. Sa 16.19 (C)",,
"81953","T.A. Ja 6.21  (G)",,
"83035","T.A. Hd 155  (A)",,
"24683","T.A. Hp 42 (b)",,
"86818","T.A. Oudegracht (Stadhuisbrug-Gaardbrug) c. 1913 (1)",,
"93718","T.A. 294-2",,
"77225","T.A. X 9.33",,
"57861","T.A. Havenweg 7 1921 (2)",,
"89194","Doos 17 nr. 41",,
"41881","T.A. D.O.W. 153 A",,
"51574","T.A. Salvador Allendeplein c. 1976 (1)",,
"80036","T.A. Nd 19.3",,
"54772","T.A. Buurkerkhof 10 1985 (7)",,
"70635","T.A. Springweg 142 1989 (1)",,
"55462","T.A. Cremerstraat 64-66 c. 1965 (1)",,
"78834","T.A. Sa 21.11 b",,
"92288","T.A.. 1978.088",,
"79648","T.A. Qa 1.14.1",,
"59759","T.A. Kanaalstraat 141-lager 1989 (1)",,
"84227","T.A. E 4.11.4",,
"79817","T.A. Pa 37 (F)",,
"52080","Verzameling 199 (296)",,
"66272","T.A.  Oude Daalstraat   2-4   1985  (1)",,
"58936","T.A. Jacobsgasthuissteeg 13 1982 (1)",,
"65529","T.A. Laan van Nieuw Guinea 44-hoger 1989 (1)",,
"70224","T.A. Siriusstraat c.1955 (1)",,
"93480","Prov. Utr. Welstands Cie Mon lijst Loenen 174",,
"23078","7.6-3.3",,
"64279","T.A.  Moezeldreef 400 1966 (1)",,
"61689","T.A. Lange Nieuwstraat 53 1972 (2)",,
"93424","T.A. 1979-387",,
"63915","T.A.   Marokkodreef  3    1986  (2)",,
"53309","T.A. Bemuurde Weerd W.Z. 12-12bis 1988 (1)",,
"71224","T.A. Abel Tasmanstraat 9 c.1920 (3)",,
"76455","T.A. V 5.73.7.2",,
"77109","T.A. X 6.13",,
"60186","T.A. Kennedylaan 5 1992 (6)",,
"56679","T.A. Eykmanplein c. 1962 (2)",,
"72138","T.A. Vismarkt 1972 (1)",,
"84569","T.A. Ca 72.28",,
"5998","T.A. 386-9",,
"5965","T.A. 347-4",,
"63943","T.A.   Marshallaan    139    1961  (5)",,
"79997","T.A. Nd 3 (c)",,
"65827","T.A. Alexander Numankade 91-93 (C1) 1984 (1)",,
"65247","T.A. Nieuwegracht 68 (Quintijnsbrug-Magdalenabrug) 1981 (5)",,
"51988","Verz. 199 (204)",,
"87089","Verzameling 172 (170)",,
"82786","T.A. He 51.3",,
"82416","T.A. Hx 10.1 (b)",,
"53915","T.A. Biltstraat 172 (A 32) 1984 (4)",,
"68877","T.A. Plompetorengracht 27 1977 (1)",,
"78707","T.A. Sa 3.37 (B)",,
"60495","T.A. Koningsweg 61 1991 (1)",,
"46189","D.O.W. 950",,
"82497","T.A. Hp 68",,
"91743","Doos 13, nr. 68",,
"65323","T.A.  Nieuwegracht  161-lager (Magdalenabrug-Agnietenstraat) 1977",,
"81722","T.A. Jb 4.9  (B)",,
"70910","T.A. Stationsstraat 1970 (4)",,
"56179","T.A. Dorstige Harthof 4-6 1986 (1)",,
"73219","T.A. Johan Wagenaarkade c. 1955 (5)",,
"62271","T.A. Leidseveer 1949 (2)",,
"80944","T.A. Kb 9.40 (b)",,
"46503","D.O.W. 1033",,
"67255","T.A. Oudegracht  (Gaardbrug-Hamburgerbrug) 1963",,
"65222","T.A. Nieuwegracht 87 (Quintijnsbrug-Magdalenabrug) 1973",,
"66210","T.A. Oranjestraat 4  1988 (1)",,
"91760","Doos 67, nr. 19",,
"74823","T.A. Zwaansteeg 5-7 1988 (1)",,
"91197","Doos 23, nr. 49",,
"54133","T.A. Bolstraat 16 1995 (1)",,
"60687","T.A. Korte Nieuwstraat 1986 (1)",,
"86448","Verzameling 219 (144)",,
"94939","T.A. 2364",,
"69738","T.A. Rijnhuizenlaan 2-4 c. 1969 (1)",,
"52290","T.A. Van Asch van Wijckskade c. 1969 (1)",,
"90468","Doos 12, nr. 76",,
"92242","T.A. 2694",,
"70763","T.A. Stadionplein  1978 (1)",,
"45807","D.O.W. 860 L",,
"55115","T.A. Catharijnesingel 101 1981 (1.15)",,
"54054","T.A. Boerhaavelaan 1 c. 1955 (1)",,
"93374","T.A. 1979-603",,
"64860","T.A. Nieuwegracht (Pausdam-Paulusbrug) 1983 (1)",,
"55905","T.A. Domplein 1971 (3)",,
"55647","T.A. 1e Daalsedijk 179-lager c. 1965 (2)",,
"80715","T.A. La 7.26",,
"93171","T.A. 1979-515",,
"54042","T.A. Boekelaan 2-hoger 1996 (1)",,
"63753","T.A. Mariaplaats 27 1986 (16)",,
"93904","T.A. 1981-248",,
"79340","T.A. Re 5.3",,
"95312","T.A. 2000.0.589",,
"65082","T.A.  Nieuwegracht  34-36 (Paulusbrug - Brigittenbrug)   1992 (1)",,
"95015","T.A. 2653",,
"53027","T.A. Prinses Beatrixlaan 3-5 1995 (1)",,
"80167","T.A. Ni 2.2",,
"56365","T.A. Drift 25 1970 (1)",,
"69521","T.A. Prof. Ritzema Boslaan 57-hoger 1989 (1)",,
"45096","D.O.W. 661",,
"76369","T.A. V 5.59 (D)",,
"68292","T.A. Oudkerkhof 44 1978 (7)",,
"53151","T.A. Bellamystraat 4-hoger  1975 (1)",,
"65817","T.A. Alexander Numankade 91-93 1982 (14)",,
"70031","T.A. Jan van Scorelstraat 1955 (1)",,
"75836","T.A. T 18.15.1",,
"56092","T.A. F.C.Dondersstraat 54-56 1989 (1)",,
"79022","T.A. Sa 16.16 (5)",,
"84342","T.A. Ba 138.2",,
"72546","T.A. Voor Clarenburg 7 1977 (1)",,
"58513","T.A. Van Hogendorpstraat 10-12 1915 (2)",,
"56763","T.A. Frederikastraat 16-hoger 1980 (1)",,
"53065","T.A. Beethovenplein 3 1991 (2)",,
"71735","T.A. Twijnstraat (45-47) 1974 (1)",,
"57180","T.A. Geertekerkhof c. 1910 (1)",,
"88749","Doos 61, nr. 30",,
"71008","T.A. Steenweg 46-50 1974",,
"79635","T.A. Qa 1.3",,
"74538","T.A. Zeehaenkade 1975",,
"77072","T.A. X 5.21.2",,
"73690","T.A. Mgr. van de Weteringstraat 56   1987 (1)",,
"44596","D.O.W. 591 E",,
"71302","T.A. Tidorepad 1986 (1)",,
"45467","D.O.W. 752 C",,
"62185","T.A. Lauwerhof 17 1988 (1)",,
"74256","T.A. Wolvenstraat 11-13 1989 (1)",,
"54226","T.A. Jacob van der Borchstraat 40 1995 (1)",,
"80965","T.A. Kb 11.10",,
"83877","T.A. F 1.4.5",,
"79192","T.A. Rc 3.7",,
"84986","T.A. Rc 3.11",,
"63126","T.A. Maliebaan 30 c. 1932 (1)",,
"93412",".A. 1979-336",,
"89133","Doos 42 nr. 56",,
"88538","Doos 25, nr.21",,
"75685","T.A. T 16.15E",,
"70402","T.A. Springweg (19-23) 1980 (1)",,
"45188","D.O.W. 724 B",,
"51427","T.A. Eerste Achterstraat 7 1997 (1)",,
"81168","T.A. Kf 8.2.6",,
"73177","T.A. Vulcanusdreef 47   c. 1967 (1)",,
"91579","Doos 18, nr. 59",,
"64664","T.A. Neude 4 1984 (3)",,
"85847","Verzameling 146  (95)",,
"89657","Doos 41, nr 27B",,
"68666","T.A. Pernambucodreef 1973 (12)",,
"51806","Verzameling 199 (22)",,
"64318","T.A. Van der Mondestraat 26A-lager 1991 (1)",,
"55832","T.A. Abraham Dolesteeg 1-9 1985 (1)",,
"78418","T.A. Zr 1.1",,
"65094","T.A. Nieuwegracht 42 (Paulusbrug-Brigittenbrug) 1982  (1)",,
"71123","T.A. Strijlandweg 2 1993 (1)",,
"41747","D.O.W. 146 D",,
"55402","T.A. J.P. Coenstraat 60 1984 (3)",,
"68445","T.A. Pahud de Mortangesdreef 41 1992 (3)",,
"68306","T.A. Oud Wulvenlaan 31-hoger c.1957 (1)",,
"79630","T.A. Qc 5",,
"90680","Doos 16, nr. 11",,
"66758","T.A.  Oudegracht 113-121 (Jansbrug-Bakkerbrug) 1975",,
"23435","13.32-5.12",,
"81649","T.A. Jb 2.31 (J)",,
"53816","T.A. Biltstraat 168 1984 (5)",,
"66905","T.A. Oudegracht  (Bakkerbrug-Stadhuisbrug) 1927 (1a)",,
"73751","T.A. Wilhelminapark 22-23 1973",,
"85162","Verzameling 174",,
"63452","T.A. Maliestraat 6-8 1973",,
"52987","T.A. Willem Barentzstraat 1975 (2)",,
"5680","T.A. 1979.016",,
"57543","T.A. Groeneweg 2 c. 1918 (9)",,
"60031","T.A. Keistraat 3-5-7 1980 (1)",,
"67964","T.A. Oudegracht 401 (Volderbrug-Tolsteegbrug) 1964 (1)",,
"57005","T.A.  Ganzenmarkt   22   c, 1920  (1)",,
"61297","T.A. Kruisstraat   1a       1973",,
"6172","T.A. 482-9",,
"82080","T.A. Ic 3.30",,
"60281","T.A. Kleine Geertekerkhof 1-2/2bis/2bis A 1980 (1)",,
"63075","T.A.   Maliebaan    105-109    1973",,
"84177","T.A. E 2.6.1",,
"91450","Doos 18, nr. 41",,
"89098","Doos 54 nr. 57",,
"91325","Doos 56, nr. 8",,
"73350","T.A. Waterstraat 2   1979 (6)",,
"46404","D.O.W. 980 U",,
"42959","D.O.W. 300 A",,
"22560","Verz. 205",,
"62776","T.A. Lijnmarkt 39 1988 (1)",,
"6153","T.A. 417-3",,
"90169","Doos 40, nr. 53",,
"60924","T.A. Kromme Nieuwegracht 43 1982 (23)",,
"60846","T.A. Kromme Nieuwegracht  29   c. 1925  (1)",,
"82986","T.A. Hd 54",,
"5488","T.A. 2286",,
"69842","T.A. Schalkwijkstraat  6-20  1987 (1)",,
"41122","D.O.W. 89 S",,
"74037","T.A. Wittevrouwensingel 13-14 c.1950 (2)",,
"52146","Verzameling 199 (362)",,
"44622","D.O.W. 592 F",,
"24289","26.16-4.7",,
"62289","T.A. Leidseveer 1967",,
"43928","D.O.W. 460 D",,
"23360","3.10-2.4",,
"62795","T.A. Lijnmarkt 8-lager 1991 (1)",,
"58037","T.A. Joseph Haydnlaan 2 1981 (18)",,
"73670","T.A. Monseigneur van de Weteringstraat 13   1988 (2)",,
"79217","T.A. Re 1.3  (a)",,
"83839","T.A. F 14.151.1",,
"78181","T.A. Zk 18.29",,
"83164","T.A. Cg 20 (A)",,
"69904","T.A. Schoolstraat 15 1980 (1)",,
"82297","T.A. Ib 11.19",,
"77852","T.A. Zi 3.26.3",,
"42310","D.O.W. 195 D",,
"64154","T.A. Mineurslaan 1 1983 (8)",,
"92814","T.A. 1195-2",,
"79673","T.A. Qa 2.41 (A)",,
"42059","T.A. D.O.W. 162 C",,
"60842","T.A. Kromme Nieuwegracht  25   1989  (1)",,
"43237","D.O.W. 350",,
"62877","T.A. Magdalenastraat 5 1989 (1)",,
"73658","T.A. Westplein 1987 (1)",,
"71407","T.A. Trans 7-hoger 1978 (1)",,
"66257","T.A.  Otterstraat  77   1988  (1)",,
"66158","T.A.  Oosterstraat   27-29   1988  (1)",,
"90474","Doos 27, nr. 48",,
"52395","T.A. Atoomweg 52 1973 (2)",,
"90208","Doos 44, nr. 9",,
"42435","D.O.W. 202 N",,
"72891","T.A. Vredenburg c. 1920 (2)",,
"63831","T.A. Mariastraat 41-43 1989 (1)",,
"79303","T.A. Ri 6 (D)",,
"69270","T.A. Radboudkwartier 245 1988 (1)",,
"61576","T.A. Lange Lauwerstraat 18-20 1975",,
"53047","T.A. Beethovenlaan 21-lager 1991 (1)",,
"84201","T.A. E 2.7.30",,
"59549","T.A.  Jeruzalemstraat  22-lager   1980  (1)",,
"85004","T.A. F 14.65.1",,
"72712","T.A. Voorstraat 12-18 c. 1905 (1)",,
"78185","T.A. Zk 18.32.3",,
"92694","T.A. 1979.143",,
"94475","T.A. 1755-2",,
"40626","D.O.W. 286",,
"52064","Verzameling 199 (280)",,
"92686","T.A. 2000.0.457",,
"89641","Doos 41, nr.19",,
"83819","T.A. F 14.127.3",,
"64823","T.A. Nicolaasstraat 10-12 1974",,
"74220","T.A. Wittevrouwenstraat 44 1975 (1)",,
"72699","T.A. Voorstraat 8-hoger 1903 (1)",,
"83493","T.A. F 15.16 (C)",,
"86784","T.A. Kanaalweg 59-lager c. 1955 (1)",,
"86800","T.A. Qa 3.18.1",,
"89057","Doos 50 nr. 76",,
"93899","T.A. 2269",,
"91227","Doos 18, nr. 63",,
"43128","D.O.W. 326 P",,
"78304","T.A. Zl 14",,
"53646","T.A. Biltstraat 59 1983 (3)",,
"53204","T.A. Bemuurde Weerd O.Z. 21-22 1975 (1)",,
"78675","T.A. Sa 3.28  (D)",,
"91502","Doos 42, nr. 59",,
"42931","D.O.W. 280 X",,
"69133","T.A. Predikherenstraat c. 1960 (1)",,
"85167","Verzameling 174",,
"60938","T.A. Kromme Nieuwegracht (43) 1991 (1)",,
"54807","T.A. Buys Ballotstraat 46-lager 1975 (1)",,
"61925","T.A. Lange  Smeestraat    6    1988  (1)",,
"61627","T.A. Lange Nieuwstraat 1972 (3)",,
"65157","T.A. Nieuwegracht 65-67 (Brigittenbrug-Quintijnsbrug) 1992 (1)",,
"87721","Verzameling 172 (945)",,
"54590","T.A. Breedstraat 42-44 1975 (1)",,
"46482","D.O.W. 1022-1",,
"43887","D.O.W. 451 K",,
"43537","D.O.W. 387 S",,
"79090","T.A. Rc 1.19 (A)",,
"92089","1983.116",,
"81361","T.A. Jc 2.21.1.1",,
"44226","D.O.W. 529 B",,
"55154","T.A. Catharijnesingel 101 1981 (5.4)",,
"63975","T.A. Antonius Matthaeuslaan 117-lager 1995 (1)",,
"84504","T.A. Ca 59.5",,
"80309","T.A. Ns 5.20.1",,
"79409","T.A. Qb 3.2",,
"91375","Doos 56, nr. 65",,
"88851","Doos 07, nr. 57",,
"88696","Doos 34, nr. 40",,
"68201","T.A. Oudkerkhof c. 1905 (1)",,
"53832","T.A. Biltstraat 172 1984 (10)",,
"69141","T.A. Predikherenstraat 7 1981 (1)",,
"94093","T.A. 2736",,
"83543","T.A. F 16.13.5",,
"82709","T.A. Hm 37",,
"68589","T.A. Pauwstraat 2-4-6 1979 (1)",,
"54867","T.A. Johannes Camphuysstraat 34 1984 (1)",,
"45788","D.O.W. 853 W",,
"65702","T.A. Burgemeester Norbruislaan 13 1984 (1)",,
"92934","T.A. 1979-006",,
"65005","T.A. Nieuwegracht 35 (Paulusbrug-Brigittenbrug) c. 1972 (1)",,
"51999","Verzameling 199 (216)",,
"6026","T.A. 413-11",,
"68766","T.A. Pionstraat 3 1962 (2)",,
"82673","T.A. Hm 24.3.3",,
"86526","Verzameling 219 (143)",,
"54820","T.A. Van Bijnkershoeklaan 8 1973 (1)",,
"51402","T.A. Achter Sint-Pieter  18 1970 (1)",,
"40187","D.O.W. 2 Ad",,
"63844","T.A. Mariastraat 26-30 1991 (1)",,
"65347","T.A.  Nieuwegracht  185   (Magdalenabrug-Agnietenstraat)   1984  (6)",,
"53144","T.A. Bellamystraat c. 1980 (1)",,
"62028","T.A. Lange Viestraat 201-693 1990 (16)",,
"54326","T.A. Boterstraat 1-9 1974 (1)",,
"57351","T.A. Goedestraat 4bis-hoger 1980 (1)",,
"72100","T.A. Vismarkt 1925",,
"65966","T.A. Nijeveldsingel   29/291/2911/29111 -40/401/4011/40111    1979  (1)",,
"63470","T.A.  Marconistraat   44-48    1992  (1)",,
"44888","D.O.W. 623 Ae",,
"54980","T.A. Catharijnesingel 1936 (1)",,
"56210","T.A. Draaiweg 44 1986 (2)",,
"93949","T.A. 1981-286",,
"24180","16.33-6.5",,
"58784","T.A. Huppeldijk 69 1992 (2)",,
"93296","T.A. 845-4",,
"44079","D.O.W. 495",,
"64118","T.A. Middellaan c. 1955 (1)",,
"94900","T.A. 2344",,
"61600","T.A. Lange Lauwerstraat 44 1988 (1)",,
"95102","T.A. 1978.052",,
"51974","Verzameling 199 (190)",,
"82429","T.A. Hn 18",,
"51544","T.A. Ahornstraat 1951 (1)",,
"60286","T.A. Kleine Geertekerkhof 5-6 1980 (1)",,
"91997","Doos 48, nr. 77",,
"85722","Verzameling 174",,
"69312","T.A. Ravellaan 96 1974 (1)",,
"62209","T.A. Ledig Erf 1974",,
"93613","T.A. 1828-6",,
"73812","T.A. Willemsplantsoen 3 ± 1930",,
"73368","T.A  Von Weberstraat 25-lager   1991 (1)",,
"68432","T.A. Padualaan 8 c. 1975 (1)",,
"77181","T.A. X 9.18.1.1",,
"91444","Doos 18, nr. 29",,
"5203","T.A. 1692-17",,
"77846","T.A. Zi 3.22 (B)",,
"44196","D.O.W. 524 Q",,
"58668","T.A.  Houtensepad  2   1933  (1)",,
"53124","Begijnekade 19-20 1982 (2)",,
"44240","D.O.W. 537",,
"72046","T.A. Vinkenburgstraat  3-5-7   1974",,
"60184","T.A. Kennedylaan 5 1992 (4)",,
"89029","Doos 68 nr. 44",,
"93501","Prov. Utr. Welstands Cie Mon lijst Loenen 146",,
"41325","D.O.W. 121 G",,
"57975","T.A. Haverstraat 20/20B-22 1979 (1)",,
"24148","23.5-6.7",,
"93081","Prov. Utr. Welstands Cie Mon. lijst Loenen",,
"60653","T.A. Korte Minrebroederstraat 7   1989  (1)",,
"69851","T.A. Schalkwijkstraat  14  1989 (1)",,
"54112","T.A. Bolstraat 107-lager 1979 (1)",,
"94981","T.A. 2541",,
"65716","T.A. Notebomenhof 4-9 1980 (2)",,
"65888","T.A. Alexander Numankade 199 1984 (21)",,
"80121","T.A. Ne 12.3  (A)",,
"54251","T.A. Bosboomstraat 1c. 1930 (1)",,
"60935","T.A. Kromme Nieuwegracht 43 1986 (1)",,
"59622","T.A. Jutfaseweg 18 1987 (1)",,
"57749","T.A. Hamburgerstraat 28 1986 (3)",,
"81842","T.A. Ja 4.17",,
"90212","Doos 14, nr. 41",,
"78195","T.A. Zk 18.35i",,
"71168","T.A. Sweelinckstraat 21-23bis",,
"67781","T.A. Oudegracht 327-329 (Geertebrug-Volderbrug) 1977 (1)",,
"63374","T.A. Maliesingel 28A c. 1954 (1)",,
"44146","D.O.W. 509 Z",,
"71434","T.A. Trans 6 1985 (1)",,
"54322","T.A. Boterstraat 1983 (1)",,
"88963","Doos 12, nr. 29",,
"59641","T.A. Jutfaseweg 80-90 1987 (1)",,
"61413","T.A. Lamstraat 15 1973 (1)",,
"80927","T.A. Kb 9.26.4",,
"45892","D.O.W. 878",,
"88439","Doos 57, nr. 02",,
"78458","T.A. Zr  20",,
"45544","D.O.W. 777 M",,
"92699","T.A. 2000.0.181",,
"79260","T.A. Re 6.1",,
"57655","T.A. Haagstraat 20-26 1973 (1)",,
"52900","T.A. Bakhuizen van den Brinkstraat 1 1988 (1)",,
"83821","T.A. F 14.136",,
"72830","T.A. Enny Vredelaan 1-359 1985 (1)",,
"78968","T.A. Scn 20",,
"67023","T.A. Oudegracht 167 (bij de Stadhuisbrug) 1988 (1)",,
"82614","T.A. Hl 62.1",,
"88935","Doos 40, nr. 36",,
"55695","T.A. Daalsesingel 1985 (1)",,
"59349","T.A. Janskerkhof 12 1979 (4)",,
"73949","T.A. Winthontlaan 8 1992 (3)",,
"53920","T.A. Biltstraat 182 c. 1890 (2)",,
"63722","T.A. Mariaplaats 27 1984 (12)",,
"78997","T.A. Sa 16.19 (D)",,
"72944","T.A. Vredenburg 1960 (C)",,
"70516","T.A. Springweg 20-22 1976",,
"64174","T.A. Minrebroederstraat 5 1989 (1)",,
"73431","T.A. Weerdsingel O Z 1972  (16)",,
"66409","T.A.  Oudegracht   34-38   (Zandbrug-Jacobibrug)   1968  (1)",,
"66971","T.A. Oudegracht 141-143 (Bakkerbrug-Stadhuisbrug) 1974",,
"44440","D.O.W. 566 Ab",,
"71922","T.A. Vecht 1986 (1)",,
