Catalogusnummer,oudnummer_1,oudnummer_2,oudnummer_3
"72617","T.A. Voorstraat 19 1972 (3)",,
"54263","T.A. Bosboomstraat 1 c. 1955 (1)",,
"43414","D.O.W. 371",,
"69356","T.A. Riemstraat c. 1965 (1)",,
"86001","Verzameling 146 (250)",,
"79238","T.A. Re 1.2 (O)",,
"41228","D.O.W. 114 E",,
"69580","T.A. Roerstraat 9-hoger 1990 (1)",,
"41695","D.O.W. 144 An",,
"5933","Prov. Utr. Welstandscie. Mon. lijst Houten 82",,
"51973","Verzameling 199 (189)",,
"75082","T.A. Tk 22.4",,
"68751","T.A. Pieterstraat 2 c. 1910 (1)",,
"58526","T.A. Hogenoord 6 1989 (1)",,
"92000","Doos 66, nr. 66",,
"86083","Verzameling 127 (55)",,
"61482","T.A. Lange Jansstraat 1967 (3)",,
"57879","T.A. Havenweg 7 c. 1962 (3)",,
"70969","T.A. Steenweg 43 1989 (1)",,
"70984","T.A. Steenweg 14 1989 (1)",,
"40167","D.O.W. 2 O (a)",,
"78276","T.A. Zl 8.2",,
"41124","D.O.W. 89 U",,
"72083","T.A. Violenstraat 51-lager 1991 (1)",,
"65489","T.A. Laan van Nieuw Guinea 13-lager 1989 (1)",,
"84782","T.A. Cd 12.5.3.2",,
"76107","T.A. U 2.74.1",,
"87870","1981.343",,
"82464","T.A. Hn 33",,
"65503","T.A. Laan van Nieuw Guinea 83-lager 1989 (1)",,
"40874","D.O.W. 58 Ak",,
"69986","T.A. Schoutenstraat 14-16 1988 (1)",,
"59762","T.A. Kanaalstraat 161-hoger 1989 (1)",,
"83535","T.A. F 16.12.2",,
"72646","T.A. Voorstraat  59 1979 (1)",,
"58061","T.A. Heemskerkstraat c. 1995 (1)",,
"51954","Verzameling 199 (170)",,
"82572","T.A. Hp 104.2",,
"69183","T.A. Predikherenstraat 32 1982 (1)",,
"54526","T.A. Breedstraat 23-25 1992 (1)",,
"91902","Doos 64, nr. 59",,
"79438","T.A. Qb 6.5",,
"77826","T.A. Zi 1.14 (C)",,
"44306","D.O.W. 547 U",,
"59080","T.A. Jansdam 4/4bis-hoger 1978 (1)",,
"66657","T.A.  Oudegracht 105 (Viebrug-Jansbrug) c.1965 (1)",,
"85110","Verzameling 180 (37)",,
"42837","D.O.W. 257 C",,
"79842","T.A. Pa 53  (C)",,
"74537","T.A. Zeedijk 33 1991 (1)",,
"92172","T.A. 1979.103",,
"41973","T.A. D.O.W. 154 Bs",,
"69679","T.A.   J.S. de  Rijkstraat  1983 (1)",,
"80925","T.A. Kb 9.26.3.1",,
"76269","T.A. V 2.0.6",,
"56177","T.A. Dorstige Harthof 1984 (1)",,
"89435","Doos 40 nr. 18",,
"41957","T.A. D.O.W. 154 Bb",,
"63898","T.A. Marnixlaan c. 1965  (3)",,
"77601","T.A. Zg 3.2",,
"75487","T.A. T 3.8",,
"81395","T.A. Jc 2.49",,
"42937","D.O.W. 280 Ad",,
"59628","T.A. Jutfaseweg 36-hoger 1987 (1)",,
"93436","T.A. 1979-396",,
"60650","T.A. Korte Minrebroederstraat 3-5 1989 (1)",,
"94416","T.A. 931-31",,
"44071","D.O.W. 493 Ac",,
"80836","T.A. Kb 7.10",,
"80262","T.A. Ns 5.4",,
"56171","T.A. Dorbeendreef c. 1967 (1)",,
"78073","T.A. Zk 9.34.1",,
"73187","T.A. Waalstraat 91-hoger   1975 (1)",,
"84719","T.A. Ca 41.1.1",,
"59654","T.A. Jutfaseweg 138-hoger 1987 (1)",,
"58086","T.A. Piet Heinstraat 20-32 1980 (1)",,
"24372","6.18-8.9",,
"45346","D.O.W. 715 I",,
"69375","T.A. Burgemeester Reigerstraat 87-89 1976",,
"24862","T.A. Kromme Nieuwegracht 49 1933 (1)",,
"57041","T.A. Gasthuisstraat 6A 1978 (1)",,
"46446","D.O.W. 980 Bu",,
"86283","Verzameling 132 (67)",,
"82381","T.A. Hx 1 (c)",,
"66253","T.A.  Otterstraat  37-39   c. 1965  (1)",,
"51240","T.A. Achter Clarenburg 2 1971 (C)",,
"90546","Doos 59, nr. 46",,
"87853","1981.347",,
"89945","Doos 53, nr. 16",,
"76963","T.A. X 3.1.17",,
"91781","Doos 14, nr. 76",,
"72701","T.A. Voorstraat 8-10 1974",,
"45927","D.O.W. 885 C",,
"74754","T.A. Zuilenstraat 5 1974",,
"54217","T.A. Jacob van der Borchstraat 1995 (1)",,
"85630","Verzameling 174",,
"81363","T.A. Jc 2.23",,
"72762","T.A. Voorstraat 64-66-68 1988 (1)",,
"77151","T.A. X 8.12",,
"63626","T.A.  Mariaplaats 2    1988  (1)",,
"51685","T.A. Amsterdamsestraatweg 27-hoger c. 1965 (1)",,
"51529","T.A. Agnietenstraat 13 1989 (1)",,
"93862","T.A. 1981-226",,
"89550","Doos 58, nr.20",,
"74239","T.A. Wolvenplein 27 1993 (1)",,
"77833","T.A. Zh 7.7 (B)",,
"52312","T.A. Van Asch van Wijckskade 15A-15C 1988 (1)",,
"82326","T.A. Hp 138.1",,
"82078","T.A. Ic 3.29",,
"45498","D.O.W. 765 E",,
"79798","T.A. Pa 20.1",,
"80684","T.A. La 1.43.12.1.2",,
"70386","T.A. Springweg 1972",,
"78854","T.A. Sb 1.5",,
"81750","T.A. Jb 4.32",,
"46474","D.O.W. 995",,
"57914","T.A. Haverstraat 1970 (2)",,
"63036","T.A. Maliebaan 57 1973",,
"87965","1981.414",,
"91718","Doos 22, nr. 17",,
"51616","T.A. Amerhof 1989 (1)",,
"86538","Verzameling 219 (23)",,
"77366","T.A. Y 14.4",,
"80270","T.A. Ns 5.6.6",,
"60502","T.A. Koningsweg 139B 1997 (3)",,
"59810","T.A. Kanaalstraat 52-hoger 1989 (1)",,
"76035","T.A. U2.27.16",,
"89252","Doos 63 nr. 57",,
"68507","T.A. Parkstraat 5 1987 (1)",,
"66534","T.A. Oudegracht 64  (Jacobibrug-Viebrug) 1988 (1)",,
"78825","T.A. Sa 16.2",,
"88639","Doos 42, nr.11",,
"91634","Doos 5, nr. 53",,
"24250","8.14-4.1",,
"51629","T.A. Amstelstraat c. 1925 (1)",,
"74987","T.A. Tb 22.13  Automobielenhandel E. Landewehr (Biltstraat 74)",,
"89312","Doos 69 nr.32",,
"79005","T.A. Sa 16.17 (E)",,
"58282","T.A. Herenstraat 26 1974 (1)",,
"89617","Doos 48, nr.58",,
"79939","T.A. Pb 22.01.4",,
"66024","T.A. Johan van Oldenbarneveltstraat 6 1983 (1)",,
"45158","D.O.W. 669",,
"69281","T.A. Ramstraat 23-27 c. 1970 (1)",,
"76583","T.A. V 5.139 (A)",,
"54294","T.A. Bosboom Toussaintstraat 13-lager c. 1965 (1)",,
"76473","T.A. V 5.78.2",,
"84353","T.A. Ca 2 (11)",,
"45458","D.O.W. 750 G",,
"79776","T.A. Pa 16.8.14.3",,
"85370","Verzameling 174",,
"79705","T.A. Qa 3.15",,
"79691","T.A. Qa 2.54 (B)",,
"43633","D.O.W. 402",,
"60264","T.A. Kintgenshaven 1-3 1982 (1)",,
"89337","Doos 64 nr.21",,
"58349","T.A. Hertestraat 1973 (1)",,
"80672","T.A. La 1.43.10.15.3",,
"70313","T.A. Sophialaan 5 1979 (2)",,
"60350","T.A.  Knipstraat   1977  (1)",,
"61920","T.A. Lange  Smeestraat    61    1989  (1)",,
"76235","T.A. U 2.139.1",,
"82100","T.A. Ic 3.35.8",,
"78521","T.A. Zt 4.11 (A)",,
"64105","T.A. Everard Meijsterlaan 3 c. 1965 (1)",,
"41565","D.O.W. 139 A",,
"41501","D.O.W. 137 V",,
"72300","T.A. Vleutenseweg 211-hoger c. 1960 (1)",,
"60158","T.A. Thomas à Kempisweg 3 1986 (3)",,
"77094","T.A. X 5.35",,
"80085","T.A. Nd 51.2",,
"82680","T.A. Hm 24.6",,
"74522","T.A. Zakkendragerssteeg 24-hoger 1991 (1)",,
"83343","T.A. G 1.1.25",,
"94734","T.A. Muller 1067-3",,
"68693","T.A. Pieterskerkhof 5-5a 1991 (1)",,
"80214","T.A. Np 4",,
"88023","Doos 64, nr. 75",,
"84795","T.A. Cd 17",,
"52092","Verzameling 199 (308)",,
"57204","T.A. Geertekerkhof 7-8 1983 (1)",,
"44638","D.O.W. 592 U",,
"40379","D.O.W. 10 Bl (1)",,
"72060","T.A. Vinkenburgstraat 8-lager 1989 (1)",,
"62202","T.A. Ledig Erf c. 1959 (1)",,
"5678","T.A. 1979.014",,
"89746","Doos 65, nr. 21",,
"71785","T.A. Twijnstraat 12-14 1974",,
"72147","T.A. Vismarkt 1 1981 (1)",,
"73196","T.A. Waalstraat  92-hoger   1986 (1)",,
"55584","T.A. Croeselaan 18 1984 (18)",,
"90408","Doos 50, nr. 11",,
"63219","T.A. Maliebaan (76) 1984 (1)",,
"55174","T.A. Catharijnesingel 101 1989 (8)",,
"65358","T.A.  Nieuwegracht  185   (Magdalenabrug-Agnietenstraat)   1994  (1)",,
"90951","Doos 22, nr. 37",,
"64551","T.A. Neude ca. 1900 (2)",,
"43572","D.O.W. 388 Y",,
"65513","T.A. Laan van Nieuw Guinea 119-Lager 1989 (1)",,
"45722","D.O.W. 838 Ax",,
"54453","T.A. Van Brakelstraat 23-lager 1988 (1)",,
"62566","T.A. Linschotensingel c. 1957 (1)",,
"52212","T.A. Annastraat 15 1989 (1)",,
"58535","T.A. Hogenoord 19-20 1975 (1)",,
"78160","T.A. Zk 16.20.1",,
"60327","T.A. Klimopstraat   c. 1925  (1)",,
"57852","T.A. Havenweg 7 1920 (3)",,
"56376","T.A. Drift 27 1968 (1)",,
"76608","T.A. V 5.149.2",,
"57501","T.A. Groenestraat 55 1989 (1)",,
"58884","T.A.  Jaarbeursplein  1987  (2)",,
"80854","T.A. Kb 7.20.1",,
"83634","T.A. F 13.12",,
"66955","T.A. Oudegracht (Bakkerbrug-Stadhuisbrug) c. 1895 (2)",,
"62324","T.A. Leidseweg 1968",,
"75540","T.A. T 3.28.0.2",,
"44878","D.O.W. 623 U",,
"92355","T.A. 1981.099",,
"63055","T.A. Maliebaan 81 1973 (2)",,
"85736","Verzameling 174",,
"65565","T.A. Nieuwlichtstraat 23-hoger 1977",,
"66498","T.A. Oudegracht 75-lager (Jacobibrug-Viebrug) c. 1935 (1)",,
"79004","T.A. Sa 16.17 (E)",,
"79631","T.A. Qc 6",,
"91944","Doos 32, nr. 76",,
"80701","T.A. La 7.11 (a)",,
"62897","T.A. Makassarstraat 36 1956 (1)",,
"82022","T.A. Ic 2.19.2",,
"66167","T.A. Opaalweg 18 1977",,
"65179","T.A. Nieuwegracht 54-hoger (Brigittenbrug-Quintijnsbrug) c. 1890 (1)",,
"91797","Doos 48, nr. 31",,
"61305","T.A. Kruisstraat 13 1973",,
"83538","T.A. F 16.12.5",,
"53586","T.A. Biltstraat 60-66 c. 1900 (1)",,
"72661","T.A. Voorstraat 77-79/79I 1990 (1)",,
"76359","T.A. V 5.53",,
"45998","D.O.W. 897 U",,
"65528","T.A. Laan van Nieuw Guinea 32-hoger 1989 (1)",,
"77486","T.A. Y 21.10.3",,
"61898","T.A. Lange Smeestraat 21-21bis 1974",,
"54717","T.A. Buurkerkhof 1989 (1)",,
"60353","T.A.  Knipstraat   1983  (1)",,
"81530","T.A. Jc 4.36.2",,
"57009","T.A.  Ganzenmarkt  22-30   1974  (1)",,
"66195","T.A. Oranjestraat 1967 (d)",,
"88978","Doos 10, nr. 47",,
"45870","D.O.W. 868 A",,
"91340","Doos 56, nr. 49",,
"68184","T.A. Oude Pijlsweerdstraat 1980 (1)",,
"44713","D.O.W. 596 J",,
"82387","T.A. Hx 1 (j)",,
"94776","T.A. Muller 1094-3",,
"89532","Doos 60, nr.27",,
"83474","T.A. F 14.197.3",,
"77941","T.A. Zi 15.14.1",,
"82876","T.A. Hf 90.0.2",,
"70159","T.A. Servetstraat  1991 (1)",,
"69896","T.A. Schoolplein 6 1956 (1)",,
"68934","T.A. Plompetorengracht 18 +/- 1927",,
"60459","T.A. Koningslaan 51 1988 (1)",,
"70025","T.A. Schutterstraat 12-14 1967",,
"61734","T.A. Lange Nieuwstraat 79-81 1974",,
"86119","Verzameling 127 (91)",,
"64704","T.A. Neude 11 1980 (5)",,
"61786","T.A. Lange Nieuwstraat 26 1989 (1)",,
"89459","Doos 33 nr. 61",,
"82319","T.A. Hp 118",,
"92295","T.A.. 1978.078",,
"81341","T.A. Jc 2.15.3.1",,
"91026","Doos 52, nr. 19",,
"61484","T.A. Lange Jansstraat 1968 (2)",,
"44234","D.O.W. 532",,
"46122","D.O.W. 935 Ax",,
"87954","1981.356",,
"79661","T.A. Qa 1.25",,
"74427","T.A. Zadelstraat 13 1988 (1)",,
"74740","T.A. Zandweg 17-lager 1996 (2)",,
"61656","T.A. Lange Nieuwstraat 25/25bis-lager 1978 (1)",,
"70564","T.A. Springweg 74 + 80 1981 (1)",,
"77665","T.A. Zg 26.3.1",,
"80553","T.A. Mb 1.19.1",,
"71624","T.A. Tuinstraat 6-hoger 1982 (1)",,
"61659","T.A. Lange Nieuwstraat 27 1989 (1)",,
"56746","T.A. Fortlaan 24 1987 (1)",,
"42354","D.O.W. 197",,
"72600","T.A. Voorstraat 1-5 c. 1908 (2)",,
"76346","T.A. V 5.29 (C)",,
"41888","T.A. D.O.W. 153 G",,
"71855","T.A. Vaartse Rijn 1987 (1)",,
"64302","T.A. Molenwerfsteeg 21-lager 1986 (1)",,
"85991","Verzameling 146 (240)",,
"64357","T.A. Moreelsepark 1 1990 (2)",,
"66213","T.A. Oranjestraat 14 1975 (2)",,
"68957","T.A. Plompetorengracht  24 1977 (2)",,
"93398","T.A. 1982-118",,
"55071","T.A. Catharijnesingel 60 1974 (1)",,
"75560","T.A. T 3.28.0.10.3",,
"60827","T.A. Kromme Nieuwegracht  11-lager   1991  (1)",,
"72829","T.A. Vosstraat 44-46 c. 1965 (1)",,
"51859","Verzameling 199 (75)",,
"71341","T.A. Tolsteegbrug 1 1991 (19)",,
"64721","T.A. Neude 11-16 1910 (1)",,
"88862","Doos 66, nr. 46",,
"44262","D.O.W. 540 A",,
"56718","T.A. Floridadreef 7 1977 (1)",,
"70467","T.A. Springweg 111 1989 (1)",,
"78688","T.A. Sa 3.32 (B)",,
"70269","T.A. Smaragdplein 1971 (2)",,
"71574","T.A. M.H. Trompstraat 1  1975 (1)",,
"41206","D.O.W. 111 F",,
"61597","T.A. Lange Lauwerstraat 38bis-40 1987 (1)",,
"90344","Doos 20, nr. 25",,
"66948","T.A. Oudegracht (Bakkerbrug-Stadhuisbrug) 1983 (1)",,
"70069","T.A. Jan van Scorelstraat 2 1982 (2.2)",,
"71636","T.A. Tulpstraat 1994 (1)",,
"89414","Doos 60, nr.45",,
"79808","T.A. Pa 36 .7",,
"64266","T.A.  Mispelstraat  11-13  1973",,
"86806","T.A. Domstraat 1915 (1)",,
"90285","Doos 64, nr. 57",,
"92187","T.A. 1987.020-52",,
"91918","Doos 19, nr. 41",,
"80531","T.A. Ma 3.9 (d)",,
"53038","T.A. Prinses Beatrixlaan 22-26 1995 (1)",,
"89721","Doos 21 nr. 55",,
"55263","T.A. Choorstraat 7-9 1974 (1)",,
"86587","Verzameling 142 (25)",,
"58662","T.A.  Houtensepad  1973  (1)",,
"80516","T.A. Ma 1.12 (A)",,
"93046","Prov. Utr. Welstands Cie Mon. lijst Loenen 69.",,
"55362","T.A. Jan Pieterszoon Coenstraat 5 1982 (11)",,
"84176","T.A. E 2.6",,
"80560","T.A. Mb 1.5.1",,
"43956","D.O.W. 464",,
"44652","D.O.W. 592 Ah",,
"83876","T.A. F 1.4.4",,
"66753","T.A.  Oudegracht 113 (Jansbrug-Bakkerbrug) 1972 (2)",,
"65420","T.A. Nieuwe Kade c. 1931",,
"51757","T.A. Amsterdamsestraatweg 56 1913 (1)",,
"94889","T.A. 2341",,
"51318","T.A. Achter de Dom 12-hoger 1978 (1)",,
"91096","Doos 17, nr. 6",,
"59451","T.A. Janskerkhof 25 1988 (1)",,
"74552","T.A. Zeehaenkade 30 1992 (1)",,
"86345","Verzameling 138 (34)",,
"73001","T.A. Vredenburg 1973 (2)",,
"54318","T.A. W.J. Bossenbroekstraat 2-hoger 1976 (1)",,
"86296","Verzameling 133 (10)",,
"77654","T.A. Zg 24.2",,
"57757","T.A. Hamburgerstraat 28 1986 (11)",,
"62454","T.A. Leuvenlaan 16 1966 (1)",,
"52119","Verzameling 199 (335)",,
"89079","Doos 69 nr. 08",,
"92681","T.A. 1494-2",,
"90387","Doos 68, nr. 65",,
"78411","T.A. Amerhof 1994 (1)",,
"59041","T.A.  Jacobijnenstraat  14-hoger   1989  (1)",,
"80515","T.A. Ma 1.9",,
"73921","T.A. St. Willibrordusstraat 34 1986 (5)",,
"44218","D.O.W. 527 B",,
"42063","T.A. D.O.W. 165",,
"95108","T.A. 1978.058",,
"60114","T.A. Keizerstraat 18-20-22 1974",,
"94782","T.A. 2626",,
"82892","T.A. Hf 119.1 (C)",,
"53685","T.A. Biltstraat 423 1926 (1)",,
"60124","T.A. Keizerstraat 42-44 1982 (2)",,
"85084","Verzameling 180 (11)",,
"79141","T.A. Rc 1.64.5",,
"25618","T.A. G 1.12.4",,
"60896","T.A. Kromme Nieuwegracht 43 1970",,
"94998","T.A. 2151-1",,
"59241","T.A. Janskerkhof 10 1978 (8)",,
"63247","T.A. Maliebaan 90 1973",,
"41598","D.O.W. 140 X (1)",,
"55552","T.A. Croeselaan 73-lager 1985 (1)",,
"92009","1978.146",,
"43589","D.O.W. 389 M","T.A. Eh 21.7","T.A. Hogelanden W.Z. 77-78 1941 (1)"
"44044","D.O.W. 493 B","D.O.W. 493 G","T.A. Nb 6 (b)"
"43678","D.O.W. 422 P","T.A. Ek 43.2 (3)","T.A. Kroonstraat 1939 (3)"
"41256","T.A. D.O.W. 118 J","T.A. Kruisstraat 1955 (5)","T.A. Ek 47.4"
"43051","D.O.W. 417 C","D.O.W. 318 C","T.A. Ew 9.10 (a)"
"43219","D.O.W. 347 J","T.A. Pb 29 (b)","D.O.W. 362 E"
"40705","D.O.W. 46 B","T.A. T 9.3","Verzameling 102 (35)"
"58588","Verzameling 200 (5-43)","T.A. Hoogstraat 1942 (1)","Eh 28.1"
"24893","El 29.4","T.A. De Lessepsstraat 1917 (4)","Verzameling 33 (8)"
"87797","Verzameling 191 (66)","T.A. Jd 5.1","Verzameling 113"
"41347","D.O.W. 122 O","T.A. Ew 15.18","T.A. Westerkade 37 1935"
"43687","D.O.W. 422 B","T.A. Ek 43.2 (12)","T.A. Kroonstraat 1939 (12)"
"65647","T.A. Nolensstraat 1953 (2)","T.A. En 21.2","D.O.W. 580 A"
"64481","Verzameling 200 (3-26)","T.A. En 1.12","T.A. Nachtegaalstraat 1941 (2)"
"44042","D.O.W. 493","D.O.W. 493 N","T.A. Df 15"
"53320","Verzameling 172 (440)","T.A. Beneluxlaan c. 1965 (1)",
"64602","T.A. En 6.18","T.A. Neude 1909-1910 (E)",
"57681","T.A. Hamburgerstraat c.1925 (1)","T.A. Eh 3.3",
"72958","T.A. Ev 18.29.3","T.A. Vredenburg  1962 (2 B)",
"42706","D.O.W. 224 O","T.A. Jb 5.6 (2)",
"58631","T.A. Eh 30.5","T.A. Hooipoort 1934 (3 B)",
"59525","T.A.  Jeruzalemsteeg   c. 1925  (2)","T.A.  Ej  12.5",
"55866","T.A. Domplein c. 1900 (2)","T.A. Ed 12.93",
"64257","T.A Laan van Minsweerd  1963","T.A. El 2.5",
"58136","T.A. Ep 22.3","T.A. Prins Hendriklaan 50 1925 (1E)",
"68363","T.A. Oudwijkerveldstraat 114 1941 (1)","Verzameling 200 (1-46)",
"60452","T.A. Koningslaan 35-41 1973","Verzameling 116",
"74663","T.A. Zonstraat 1925 (2)","T.A. Ez 7.2",
"81231","Verzameling 200 (4-20)","T.A. Jd 2.10 (B)",
"56256","Ed 23.2","T.A. Drift 1923 (1)",
"59720","T.A. Kanaalstraat  1925","T.A. Ek 3.2",
"79146","T.A. Rc 1.68 (b)","D.O.W. 433 A",
"64466","T.A. Nachtegaalstraat 1905-1910 (C)","T.A. En 1.4",
"54480","T.A. Breedstraat c. 1905 (1)","T.A. Eb 42.2",
"79121","D.O.W. 589 L of D.O.W. 589 K","T.A. Rc 1.50",
"56314","T.A. Drift 17 1907 (4)","T.A. Ed 23.45",
"83376","T.A. G 1.1.84","Verzameling 200 (2-30)",
"86639","T.A. Hd 191 (7)","Verzameling 37 (7)",
"40371","D.O.W. 10 Bh","T.A. Df 10 (A)",
"73597","T.A. Westerkade 1925","Ew 15 2",
"59151","T.A.  Janskerkhof   1962  (1)","T.A.  Ej  10.44.2",
"63025","T.A. Em 5.106","T.A. Maliebaan 55 1905 (27)",
"59306","T.A. Ej 10.90","T.A. Janskerkhof 12 1906 (8)",
"64468","T.A. Nachtegaalstraat 1905-1910 (E)","T.A. En 1.4",
"64056","T.A. Merwedekanaal 1928 (2)","T.A. Em  20.5",
"57450","T.A. Van 's Gravesandestraat 1934 (1)","T.A. Eg 14.1",
"56134","T.A. Donkerstraat 15-19 1902 (3)","T.A. Ed 17.9",
"56137","T.A. Donkerstraat 15-19 1903 (1C)","T.A. Ed 17.10",
"52983","T.A. Bantamstraat 1929 (1)","T.A. Eb 8.1",
"87460","D.O.W. 842 F","Verzameling 172 (636)",
"42320","D.O.W. 195 N","T.A. Zl 33",
"87243","D.O.W. 741 P","Verzameling 172 (380)",
"58978","T.A. Ej 6.4.1","T.A. Jacobsstraat, St. 1963 (1)",
"58627","T.A. Eh 30.4","T.A. Hooipoort 1934 (2 A)",
"77048","Verzameling 200 (3-20)","T.A. X 5.11 (C)",
"60667","T.A. Korte Nieuwstraat 1960","T.A. Ek 34.5.1",
"58362","T.A. Wolter Heukelslaan 36 1962 (1)","T.A. Eh 16.01.1",
"54456","Eb  40.2","T.A. Brandsteeg 1927 (1)",
"95256","Prov. Utr. Welstands Cie Mon lijst IJsselstein 88","124211",
"79451","Verzameling 200 (5-22)","T.A. Qb 11.1",
"70235","T.A. Slachtsteeg 1939","Es 12 1",
"69039","T.A  Potterstraat 1904 (B)","T.A. Ep 18.3",
"74730","T.A. Zuilensteeg 1938 (1)","D.O.W. 426",
"41876","T.A. D.O.W. 152 Ar","Verzameling 172 (300)",
"67950","T.A. Oudegracht 387 (Volderbrug-Tolsteegbrug) c. 1925","T.A. Eo 15.736",
"83695","T.A. F 14.4","Verzameling 200 (2-7)",
"80351","D.O.W. 202 Z","T.A. Na 3.46 (J)",
"65596","T.A. Nobeldwarsstraat 24","En 19.2",
"87599","D.O.W. 860 Bs","Verzameling 172 (818)",
"86664","T.A. Hd 191 (32)","Verzameling 37 (26)",
"56257","Ed 23.5","T.A. Drift c. 1923 (1)",
"75619","T.A. T 11.8","D.O.W. 683",
"62908","T.A. Maliebaan c. 1905","Em 5.48",
"74914","T.A. Zijdebalenstraat 1963","Ez 14 01 1",
"79803","T.A. Pa 35","Verzameling 200 (2-16)",
"44057","D.O.W. 493 O","D.O.W. 493 N",
"60707","T.A. Korte Nieuwstraat 4-8 1955","T.A. Ek 34.16",
"59606","T.A. Ej 16.9","T.A. Jutfaseweg 1926",
"62413","T.A. Lepelenburg 1929","El 28.3",
"87358","D.O.W. 724 Al","Verzameling 172 (508)",
"73925","D.O.W. 992","T.A. Winklerlaan 79 1979 (1)",
"87064","D.O.W. 738 D","Verzameling 172 (139)",
"42861","D.O.W. 265","T.A. Ra 2.11",
"87443","D.O.W. 842","Verzameling 172 (612)",
"86909","Verzameling 172 (26)","D.O.W. 615 C",
"63013","T.A. Em 5.106","T.A. Maliebaan 55 1905 (14)",
"60039","T.A. Keistraat 9 c. 1956","T.A. Ek 7.4",
"60970","T.A. Kromme Nieuwegracht 49 1919","T.A.  Ek  38.130",
"64801","T.A.  En  9.2","T.A.  Nicolaaskerkhof  1928  (2)",
"60669","T.A. Korte Nieuwstraat 1961","T.A. Ek 34.1.1",
"66887","T.A. Oudegracht  (Bakkerbrug-Stadhuisbrug) 1915 (1a)","Eo 15311",
"63017","T.A. Em 5.106","T.A. Maliebaan 55 1905 (19)",
"53582","T.A. Biltstraat 1950 (1)","T.A. Eb 23.17",
"74873","Ez 12 19","T.A. Zwarte Water ± 1930 (11B)",
"56331","T.A. Drift 21 1928 (5)","T.A. Ed 23.48",
"58418","T.A. Hieronymusplantsoen c. 1920 (1)","T.A. Ea 8.2",
"41313","D.O.W. 120 Aa","T.A. 14.95",
"77327","T.A. X 14.3.4.3","D.O.W. 980 Ak",
"58234","T.A. Herenstraat 1940 (1B)","Eh 14.4",
"67665","T.A. Oudegracht 309 (Smeebrug-Geertebrug) c. 1965 (1)","T.A. Gd 3.6.10.6",
"40633","D.O.W. 287 F","T.A. Domplein c. 1890 (2)",
"56060","T.A. F.C.Dondersstraat 15 1956/57 (1)","Ed 14.4",
"87446","Verzameling 172 (615)","D.O.W. 843 A",
"82531","T.A. Hp 86.2",,
"61125","T.A. Kromme Nieuwegracht 58-60 1976",,
"78167","T.A. Zk 18.25",,
"56794","T.A. Gageldijk 86A-86B 1975 (1)",,
"78010","T.A. Zj 6",,
"52157","T.A. Ananasstraat 31-lager 1975 (2)",,
"85283","Verzameling 174",,
"62112","T.A. Lauwerecht 147-hoger 1980 (1)",,
"64864","T.A. Nieuwegracht 1 (Pausdam-Paulusbrug) 1985 (1)",,
"91182","Doos 23, nr. 46",,
"62734","T.A. Van Lynden van Sandenburglaan 23-hoger 1995 (1)",,
"69775","T.A. Rijnlaan 23-lager 1997 (1)",,
"5483","T.A. 2259",,
"44763","D.O.W. 682 C",,
"76333","T.A. V 5.26",,
"73975","T.A. Wittevrouwenkade 2 1988 (1)",,
"81493","T.A. Jc 4.20.3",,
"43371","D.O.W. 366",,
"54126","T.A. Bolstraat 14-16-18 1973 (g)",,
"90731","Doos 48, nr. 23",,
"71945","T.A. Vechtensteinlaan 2-10 1986 (1)",,
"93664","T.A. 1979-156",,
"67579","T.A. Oudegracht  268 (Weesbrug-Smeebrug) c. 1963 (1)",,
"77164","T.A. X 9.11.4",,
"79738","T.A. Pa 2.103",,
"77607","T.A. Zg 6.3",,
"84870","T.A. Cf 10.6.6",,
"73166","T.A. Vrouwjuttenstraat 20-22 1974",,
"86854","T.A. Zadelstraat c. 1912 (1)",,
"42952","D.O.W. 280 At",,
"85076","Verzameling 180 (3)",,
"83463","T.A. F 14.192.11",,
"73739","T.A. Wilhelminapark 14-16 1973",,
"79930","T.A. Pb 22.0.01.1",,
"86309","Verzameling 133 (23)",,
"94264","T.A.. 1797-1",,
"62376","T.A. Leidseweg 132 1983 (15)",,
"90552","Doos 59, nr. 41",,
"22566","Verz. 205",,
"60765","T.A. Kovelaarstraat 2-hoger 1991 (1)",,
"45093","D.O.W. 658 B",,
"70642","T.A. Springweg 142 1980 (19)",,
"79947","T.A. Pb 23.2",,
"77243","T.A. X 10.3",,
"56553","T.A. Emmalaan 39-41 1988 (1)",,
"43015","D.O.W. 309 C",,
"64828","T.A. Nicolaasweg c. 1955 (1)",,
"44476","D.O.W. 566 Bl",,
"77544","T.A. Zf 14.7(2)",,
"61876","T.A. Lange Rozendaal 26-28 1983 (1)",,
"67007","T.A. Oudegracht  161   (Bakkerbrug-Stadhuisbrug)   1964  (6)",,
"68933","T.A. Plompetorengracht 18 +/- 1927",,
"67942","T.A. Oudegracht 373 (Volderbrug-Tolsteegbrug)  1973",,
"74046","T.A. Wittevrouwensingel 23 1988 (1)",,
"56955","T.A. Gansstraat 152-lager 1977 (1)",,
"88135","Doos 20, nr. 21",,
"81717","T.A. Jb 4.6.1",,
"42106","D.O.W. 176 B",,
"68072","T.A. Oude Kamp 8-10 1988 (1)",,
"42865","D.O.W. 267 A",,
"56388","T.A. Drift 29 c. 1971 (1)",,
"45086","D.O.W. 656 A",,
